street
Саврасова ул.
Сагайдака Степана ул.
Сагайдачного ул.
Садовая ул.
Садовая ул.-Бортничи
Садовая ул.-Жуляны
Садовая ул.-Новоселки Пос.
Садовая ул.-Троещина
Садовое Селище
Садовского пер.
Садовского ул.
Садовый 1 пер.-Бортничи
Садовый 2 пер.-Бортничи
Садовый 3 пер.-Бортничи
Садовый пер.-Жуляны
Сажина ул.
Саксаганского ул.
Салютная ул.
Салютный пер.
Салютный проезд
Самбирский пер.
Санаторная ул.
Санитарная ул.
Саперное Поле ул.
Саперно-Слободская ул.
Саперно-Слободской проезд
Саратовская ул.
Сафроневский пер.
Свердлова ул.-Бортничи
Светлая ул.
Светлицкого ул.
Светлова Михаила ул.
Светлогорская ул.
Святославская ул.
Святошинская площадь
Святошинская ул.
Святошинский пер.
Святошинское Молоди
Севастопольская ул.
Северная ул.
Северо-Сырецкая  4136
Седова ул.-Троещина
Седовцев ул.
Селекционеров ул.
Сельскохозяйственный пер.
Селянская ул.
Селянская ул.
Семафорная ул.
Семашко ул.
Семеновская ул.
Сеноманская ул.
Сеноманский пер.
Серафимовича ул.
Сергиенко Ивана ул.
Серова ул.
Серповая ул.
Серпуховский пер.
Сеченова ул.
Сивашская ул.
Сигнальная ул.
Силикатная ул.
Симиренко ул.
Симферопольская ул.
Синеозерная ул.
Сирко Ивана ул.
Сквирская ул.
Сквирский пер.
Скляренко Семена ул.
Сковороды Григория ул.
Скрипника Николая ул.
Славгородская ул.
Славгородский пер.
Славянская ул.
Слесарный пер.
Словечанская ул.
Служебная ул.
Смелянская ул.
Смирнова-Ласточкина ул.
Смоленская ул.
Смолича Юрия ул.
Снайперская ул.
Снежненский пер.
Сновская ул.
Сновский пер.
Совки совхоз
Совская ул.-Жуляны
Сокальская ул.
Солнечная ул.
Соловцова Николая ул.
Соловьиная ул.
Соломенская площадь
Соломенская ул.
Соляная ул.
Сормовская ул.
Сорочинская ул.
Сортировочная ул.
Сосниных Семьи ул.
Сосницкая ул.
Сосновая ул.
Сосновая ул.(Лесоводная)
Сосновый Бор ул.
Сосюры Владимира ул.
Софиевская ул.
Социалистическая ул.
Сошенко ул.
Спартаковская ул.
Спасская ул.
Спасский причал
Спокийная ул.
Спортивная площадь
Сретенская ул.
Срибнокильская ул.
Ставропольская ул.
Ставропольский пер.
Стадионная ул.
Стадионная ул.-Жуляны
Стадионный пер.
Стальского ул.
Станиславского ул.
Станционнолуговая ул.
Станюковича ул.
Старая Поляна ул.
Старицкого ул.
Старовокзальная ул.
Старокиевская ул.
Старокиевский пер.
Старонаводницкая ул.
Старообуховская ул.
Старосельская ул.
Стельмаха Михаила ул.
Степового Якова ул.
Стеценко ул.
Столетова пер.
Столетова ул.
Стражеско Академика ул.
Стратегический пер.
Стратегическое шоссе
Стратонавтов ул.
Стрелецкая ул.
Стрелковая ул.
Стрийская ул.
Стройиндустрии ул.
Строителей пер.
Строителей ул.
Строителей ул.-Троещина
Строкача Тимофея ул.
Струтинского Сергея ул.
Студенческая ул.
Стуса Василия ул.
Суворова пер.-Бортничи
Суворова ул.
Суворова ул.-Бортничи
Суворова ул.-Троещина
Суздальская ул.
Сумская ул.
Сурикова Василия ул.
Сухумская ул.
Сырец-49 Станция
Сырецкая ул.
Таборная ул.
Таврическая ул.
Таврический пер.
Таганрожская ул.
Таганрожский пер.
Тагильская ул.
Тагильский пер.
Тальновская ул.
Тампере ул.
Танкистов ул.
Танковая ул.
Тарасовой Аллы ул.
Тарасовская ул.
Таращанская ул.
Таращанский пер.
Татарская ул.
Татарский пер.
Ташкентская ул.
Тбилисский пер.
Тверская ул.
Тверской тупик
Телеграфный пер.
Телиги Елены ул.
Тельмана ул.
Тепличная ул.
Тепловозная ул.
Тепловозный пер.
Теремковская ул.
Теремковская ул.-Бортничи
Теремковский пер.
Теремская ул.-Новоселки
Терехина Алексея ул.
Терешковой пер.-Бортничи
Терешковой ул.-Бортничи
Терещенко ул.
Терещенковская ул.
Тернопольская ул.
Тешебаева ул.
Тимирязевская ул.
Тимирязевский пер.
Тимофеевой Гали ул.
Тимошенко Маршала ул.
Тираспольская ул.
Тихая ул.
Тихвинский пер.
Тихоновский пер.
Тихорецкая ул.
Тихорецкий пер.
Тобольский пер.
Товарная ул.
Толбухина пер.
Толбухина ул.
Толстого Льва площадь
Толстого Льва ул.
Толстого ул.-Бортничи
Толстого ул.-Троещина
Томашевская ул.
Томашпольская ул.
Тополевая ул.
Трактористов ул.
Траншейная ул.
Трахтемировская ул.
Трехсвятительская ул.
Тропинина пер.
Тропинина ул.
Тростянецкая ул.
Трубежская ул.
Трубежский пер.
Трублаини ул.
Трудовая ул.
Трускавецкая ул.
Трутенко ул.
Труханов Остров
Тулузы ул.
Тульский пер.
Тульчинская ул.
Туманяна Ованеса ул.
Тупикова Генерала ул.
Тупиковый пер.-Бортничи
Туполева Академика ул.
Тургенева ул.-Бортничи
Тургенева ул.-Троещина
Тургеневская ул.
Туровская ул.
Тутковского Академика ул.
Тухачевского ул.
Уборевича ул.
Ужвий Наталии ул.
Ужгородская ул.
Ужгородский пер.
Узинская ул.
Украинская ул.
Улитина ул.
Ульяновых ул.
Уманская ул.
Университетская ул.
Уральская ул.
Уральский пер.
Урицкого ул.
Урловская ул.
Урожайная ул.
Усенко Павла ул.
Уссурийская ул.
Уссурийский пер.
Устиновский пер.
Учебная ул.
Учебный пер.
Учительская ул.-Жуляны
Ушакова Адмирала ул.
Ушакова Николая ул.
Ушинского ул.
Ушицкая ул.
Фадеева пер.
Фадеева ул.
Фанерная ул.
Фастовская ул.
Федорова Ивана ул.
Федосеева ул.
Федько Ивана ул.
Федьковича пер.
Федьковича ул.
Феодосийская ул.
Феодосийский пер.
Фестивальная ул.
Фиалека Ивана ул.
Фиалковая ул.
Физкультуры пер.
Физкультуры ул.
Филатова Академика пер.
Филатова Академика ул.
Филипповский пер.
Флоренции ул.
Франко Ивана площадь
Франко Ивана ул.
Франко пер.-Бортничи
Франко ул.-Бортничи
Фроловская ул.
Фрометовская ул.
Фрометовский спуск
Фруктовая ул.
Фрунзе площадь
Фрунзе ул.
Фрунзе ул.-Бортничи
Фрунзе ул.-Троещина
Фурманова ул.
Фучика Юлиуса ул.
Харьковский пер.
Хвойко Викентия ул.
Херсонский пер.
Хмельницкая ул.
Хмельницкого Богдана ул.
Хмельницкого Богдана ул.
Холмогорская ул.
Холмогорский пер.
Хоревая ул.
Хоревой пер.
Хорольская ул.
Хорольский пер.
Хортицкая ул.
Хортицкий пер.
Хотивская ул.
Хотивское лесничество
Хохловых Семьи ул.
Хуторская ул.
Хутояровский пер.
Царика Григория ул.
Цветаевой ул.
Цветущая ул.
Цветущий пер.
Цегельная ул.
Цегельный пер.
Цилинная ул.
Цимбалов Яр пер.
Цимбалов Яр ул.
Цимлянский пер.
Циолковского пер.
Циолковского ул.
Цитадельная ул.
Цулукидзе ул.
Цюрупинская ул.
Чаадаева Петра ул.
Чайкиной Лизы ул.
Чайковского ул.-Бортничи
Чалого Михаила ул.
Чапаева ул.
Чапаева ул.-Бортничи
Чапаевское шоссе
Чаплыгина пер.
Чаплыгина ул.
Чекистов пер.
Челюскинцев ул.-Бортничи
Челябинская ул.
Черемшины Марка ул.
Черешневый пер.
Черкасская ул.
Черниговская ул.
Черниговский пер.
Чернобыльская ул.
Черновицкая ул.
Черногорская ул.
Черноморская ул.
Чернышевского ул.
Черняховского ул.
Чехова 1 пер.-Бортничи
Чехова 2 пер.-Бортничи
Чехова пер.-Бортничи
Чехова ул.-Бортничи
Чеховский пер.
Чешская ул.
Чигиринская ул.
Чигиринский пер.
Чигорина ул.
Чистяковская ул.
Чистяковский пер.
Чкалова ул.-Бортничи
Чорновола Вячеслава ул.
Чугуевский пер.
Чудновского ул.
Чумака Василия ул.
Шалетт Города ул.
Шамрыло Тимофея ул.
Шаумяна ул.
Шахтерская ул.
Шевцова Ивана ул.
Шевченко пер.-Бортничи
Шевченко пер.-Жуляны
Шевченко площадь
Шевченко Тараса пер.
Шевченко Тараса ул.
Шевченко ул.-Бортничи
Шевченко ул.-Жуляны
Шевченко ул.-Троещина
Шелковичная ул.
Шепелева Николая ул.
Шепетовская ул.
Широкая ул.
Шишкинский пер.
Школьная ул.
Школьная ул.-Жуляны
Шлихтера Академика ул.
Шмидта Отто ул.
Шовкуненко ул.
Шолом-Алейхема ул.
Шолуденко ул.
Шпака Николая ул.
Шпилевая ул.
Шполянская ул.
Шулявская ул.
Шумского Юрия ул.
Шутова Полковника ул.
Щегловский пер.
Щекавицкая ул.
Щепкина ул.
Щербакова пер.
Щербакова ул.
Щорса пер.
Щорса ул.
Щорса ул.-Троещина
Щусева Академика пер.
Щусева Академика ул.
Экскаваторная ул.
Электриков пер.
Электриков ул.
Электротехническая ул.
Энгельса пер.-Бортничи
Энгельса ул.-Бортничи
Энергетиков пер.
Энергетиков ул.
Энтузиастов ул.
Эренбурга Ильи ул.
Эспланадная ул.
Эстонская ул.
Эстонский пер.
Юлаева Салавата ул.
Юнатская ул.
Юнкерова Николая ул.
Юности ул.
Юрковская ул.
Юры Гната ул.
Яблоневая ул.
Яблоневый пер.
Яблочкова ул.
Ягодная ул.
Ягодный пер.
Яготинская ул.
Якира ул.
Якубовского Маршала ул.
Ялтинская ул.
Ямская ул.
Яна Василия ул.
Январский пер.
Январского Восстания ул.
Янгеля Академика ул.
Янтарная ул.
Ярмолы Виктора ул.
Ярославов Вал ул.
Ярославская ул.
Ярославский пер.
Ясеневый пер.
Ясиноватская ул.
Ясиноватский пер.
Яслинская ул.
Ясная ул.
Ясногорская ул.
Яснополянская ул.
Ясный пер.
